survey_id,employee_id,survey_month,enps_score,satisfaction_1_5
2820,282,2025-09,-5,3
2821,2715,2025-07,-84,2
2822,1196,2024-09,31,5
2823,468,2025-09,38,3
2824,2411,2024-09,-64,2
2825,1049,2024-03,68,2
2826,476,2025-02,48,3
2827,3382,2024-03,19,4
2828,2001,2024-03,-76,4
2829,1515,2024-03,-3,1
2830,3156,2025-10,95,1
2831,792,2024-02,-53,1
2832,2020,2024-10,88,5
2833,2580,2025-06,-62,1
2834,21,2025-08,21,1
2835,931,2024-02,-21,3
2836,329,2025-10,-87,1
2837,1819,2025-11,28,1
2838,2331,2025-12,-5,1
2839,539,2025-04,-37,1
2840,487,2025-01,-54,3
2841,1579,2024-05,-2,2
2842,1361,2024-03,-79,2
2843,373,2025-08,20,5
2844,2334,2025-09,-82,5
2845,2648,2025-08,-58,1
2846,1468,2025-03,2,5
2847,1251,2025-02,49,1
2848,549,2024-05,-21,3
2849,1092,2024-03,26,3
2850,1738,2024-05,87,4
2851,3404,2024-10,18,3
2852,636,2024-08,50,4
2853,2842,2025-02,-4,1
2854,1720,2025-07,-48,3
2855,1898,2025-06,-27,5
2856,1028,2025-08,-30,3
2857,3234,2024-08,10,4
2858,221,2025-11,-70,1
2859,725,2025-09,53,3
2860,1086,2024-09,-70,1
2861,1965,2024-07,41,3
2862,1450,2025-10,-6,2
2863,3183,2025-12,48,4
2864,633,2024-12,-65,4
2865,1952,2024-03,-58,1
2866,1659,2025-03,-50,2
2867,1055,2025-08,56,5
2868,80,2024-12,-47,1
2869,2780,2024-04,-33,1
2870,687,2025-06,-72,5
2871,476,2025-07,-54,3
2872,1954,2025-09,72,4
2873,521,2025-09,-76,2
2874,2190,2024-12,83,3
2875,2505,2024-08,66,4
2876,787,2024-04,90,2
2877,238,2024-03,25,5
2878,332,2025-08,37,5
2879,174,2025-12,69,4
2880,1659,2025-04,42,2
2881,1299,2025-12,12,2
2882,2664,2024-08,-16,1
2883,1363,2025-07,72,4
2884,2230,2024-10,-37,5
2885,1609,2024-10,11,5
2886,1467,2025-04,-88,5
2887,2538,2024-04,29,1
2888,1742,2024-10,-74,4
2889,1949,2024-11,-89,2
2890,1542,2024-11,-41,1
2891,2444,2025-06,34,3
2892,1044,2024-07,65,4
2893,171,2024-04,20,4
2894,1451,2025-03,31,3
2895,1082,2024-01,-52,1
2896,3072,2025-12,-79,1
2897,3310,2025-10,-78,1
2898,746,2024-10,-85,4
2899,1466,2025-05,-31,3
2900,1481,2025-01,50,2
2901,763,2025-05,-88,4
2902,35,2024-06,-31,2
2903,3398,2025-11,20,2
2904,2234,2025-10,-89,5
2905,1409,2025-01,9,3
2906,630,2025-10,-21,4
2907,1640,2024-08,84,5
2908,934,2025-07,-1,2
2909,767,2025-10,4,1
2910,3280,2025-05,70,4
2911,2249,2025-12,46,2
2912,1057,2024-06,10,5
2913,710,2024-01,33,2
2914,2634,2025-01,-19,4
2915,2089,2024-08,40,4
2916,2928,2025-04,-38,4
2917,2595,2024-09,-37,4
2918,1378,2025-09,66,1
2919,2235,2024-03,-17,5
2920,1304,2025-12,6,2
2921,310,2024-06,-76,3
2922,110,2024-08,-31,2
2923,274,2024-01,30,2
2924,3150,2025-05,6,2
2925,2886,2025-05,-40,3
2926,1340,2025-11,-95,5
2927,3099,2024-03,10,2
2928,2526,2024-12,-30,5
2929,465,2025-10,85,4
2930,774,2024-01,-92,4
2931,1286,2025-03,37,5
2932,2757,2024-06,-24,5
2933,2241,2024-09,-47,3
2934,1347,2025-07,43,2
2935,2862,2025-08,3,4
2936,1114,2024-01,-86,2
2937,3114,2025-04,21,1
2938,2471,2024-10,-65,2
2939,2393,2025-07,70,3
2940,301,2025-09,-52,5
2941,506,2025-10,59,4
2942,3369,2024-03,-34,2
2943,2632,2025-08,-37,4
2944,881,2025-12,-100,3
2945,2943,2025-07,84,5
2946,1055,2024-10,10,4
2947,1204,2025-06,-71,5
2948,1042,2024-02,-94,4
2949,1693,2024-10,-45,3
2950,2609,2025-08,-1,4
2951,570,2025-04,-94,5
2952,3314,2024-07,-28,2
2953,1043,2025-02,-38,4
2954,3318,2024-01,75,5
2955,2980,2025-12,-17,3
2956,1876,2025-02,-79,3
2957,305,2025-01,-52,1
2958,1966,2024-09,66,4
2959,2612,2024-06,-98,5
2960,3364,2024-08,-74,4
2961,335,2024-11,-98,5
2962,2551,2024-11,-91,1
2963,1003,2024-10,85,3
2964,2569,2025-01,99,4
2965,1995,2024-12,47,2
2966,2968,2024-08,-82,5
2967,12,2025-02,40,1
2968,1732,2024-06,55,5
2969,2314,2025-11,57,1
2970,1299,2025-05,50,1
2971,1083,2024-07,39,5
2972,1122,2025-05,-12,5
2973,2564,2025-12,-88,3
2974,712,2025-07,65,2
2975,3341,2025-07,86,3
2976,717,2024-06,0,2
2977,1427,2024-05,-14,2
2978,3402,2025-02,84,1
2979,103,2024-07,-9,4
2980,1153,2024-03,-26,1
2981,2908,2025-10,78,4
2982,1084,2024-09,86,2
2983,941,2025-08,-59,5
2984,4,2025-06,-45,4
2985,510,2024-04,-38,3
2986,672,2024-05,-68,3
2987,3012,2025-03,71,2
2988,1871,2025-03,95,1
2989,797,2024-07,4,1
2990,2772,2024-04,42,3
2991,2074,2025-04,-16,5
2992,1082,2024-06,100,4
2993,870,2024-05,91,5
2994,756,2024-10,50,4
2995,2441,2024-09,78,2
2996,2454,2024-10,-73,5
2997,2222,2024-10,78,2
2998,1532,2025-02,-15,2
2999,1744,2025-01,-58,4
3000,3076,2024-01,87,1
3001,1901,2024-06,69,4
3002,2105,2025-01,-73,2
3003,779,2025-06,31,4
3004,1560,2024-01,77,4
3005,76,2025-08,38,1
3006,1581,2024-03,-4,2
3007,2743,2025-04,-91,5
3008,2298,2024-06,-1,5
3009,3046,2025-10,11,3
3010,1166,2025-05,69,3
3011,2665,2025-07,-57,4
3012,2508,2025-08,-59,4
3013,2425,2024-02,86,1
3014,2738,2025-09,68,2
3015,1617,2024-03,12,1
3016,1171,2025-02,-11,3
3017,2000,2025-04,24,1
3018,1317,2025-10,-70,5
3019,2369,2025-06,-52,2
3020,2966,2025-06,8,5
3021,90,2025-12,-16,5
3022,2127,2024-01,-65,2
3023,1452,2024-01,6,4
3024,360,2024-05,31,1
3025,770,2024-06,63,5
3026,2828,2024-12,26,4
3027,1249,2025-08,22,4
3028,300,2024-10,11,3
3029,2567,2025-10,-78,1
3030,813,2025-04,-23,2
3031,1245,2024-12,-10,4
3032,672,2025-08,5,2
3033,2532,2024-12,-41,4
3034,3146,2024/02,49,5
3035,3329,2025-09,8,5
3036,257,2024-04,-39,1
3037,3163,2024-12,-6,3
3038,2175,2024-04,42,1
3039,2835,2025-07,-96,2
3040,257,2025-04,-32,5
3041,2922,2025-11,-59,4
3042,1123,2025-09,-36,4
3043,1350,2024-07,32,4
3044,3069,2024-07,-58,1
3045,2506,2024-07,9,3
3046,1755,2024-04,-25,2
3047,2285,2025-11,-90,1
3048,1219,2024-02,77,5
3049,3367,2024-11,20,3
3050,240,2024-07,-41,2
3051,1970,2024-01,1,5
3052,152,2025-08,98,4
3053,1472,2025-01,-70,2
3054,1742,2025-10,71,5
3055,2868,2025-03,-100,4
3056,3215,2024-12,73,2
3057,2568,2024-06,-33,2
3058,3303,2025-03,-41,1
3059,428,2025-06,56,2
3060,1802,2024-01,-68,2
3061,2043,2024-06,-74,2
3062,265,2024-09,-7,2
3063,2029,2024-03,89,1
3064,146,2024-03,-34,4
3065,2164,2024-06,9,2
3066,759,2024-09,-21,1
3067,3225,2025-01,52,4
3068,1119,2025-08,80,2
3069,2062,2025-09,96,N/A
3070,2087,2024-10,-46,5
3071,2980,2025-01,-48,2
3072,1155,2024-01,85,1
3073,1228,2025-09,17,4
3074,2340,2024-06,-35,1
3075,197,2024-02,-32,3
3076,1897,2025-03,-65,5
3077,1286,2024-09,-84,3
3078,3350,2024-10,-31,1
3079,1825,2024-11,59,4
3080,2642,2025-04,32,4
3081,2855,2025-08,-98,2
3082,502,2025/02,-92,1
3083,2165,2025-03,74,3
3084,2329,2025-08,59,4
3085,1515,2025-07,59,1
3086,680,2024-05,73,3
3087,1582,2024-09,28,2
3088,175,2024-12,-33,2
3089,3414,2025-11,18,2
3090,305,2025-03,29,4
3091,485,2025-08,69,5
3092,469,2025-08,6,1
3093,704,2025-10,-89,1
3094,630,2025-01,25,2
3095,2142,2024-07,48,4
3096,383,2024-10,90,1
3097,2403,2024-01,-64,4
3098,1396,2025-05,72,4
3099,1353,2025-03,-96,2
3100,1746,2024-04,46,2
3101,111,2024-12,-38,2
3102,1714,2025-06,-77,4
3103,1788,2025-07,-35,1
3104,2566,2025-07,10,2
3105,495,2024-03,-62,2
3106,176,2024-09,10,2
3107,192,2025-03,42,5
3108,3285,2024-03,76,1
3109,1181,2024-05,12,1
3110,809,2025-11,20,3
3111,465,2025-01,84,3
3112,878,2025-02,-94,5
3113,1504,2024-04,53,2
3114,3323,2025-04,96,3
3115,2609,2025-10,66,4
3116,2917,2025-12,85,4
3117,162,2024-05,81,2
3118,1968,2024-06,18,5
3119,1713,2025-02,62,2
3120,669,2025-10,-27,3
3121,1703,2024-01,-77,1
3122,2003,2024-06,-83,5
3123,7,2024-04,-63,5
3124,3360,2025-07,45,2
3125,2529,2024-12,-20,3
3126,3171,2025-06,63,5
3127,308,2024-01,-34,1
3128,206,2024-04,58,4
3129,3193,2025-02,77,4
3130,3196,2024-11,-35,4
3131,2190,2024-05,5,4
3132,687,2024-07,7,2
3133,986,2025-06,76,3
3134,2721,2024-01,-25,4
3135,3170,2025-09,-23,5
3136,2301,2024-04,55,1
3137,1372,2025-07,82,2
3138,2815,2025-04,-95,2
3139,892,2024-02,-86,5
3140,443,2025-07,87,4
3141,1317,2024-12,-11,5
3142,1602,2024-08,12,4
3143,2095,2024-03,81,3
3144,2358,2024-03,-21,3
3145,2479,2024-10,-10,3
3146,701,2024-08,70,1
3147,2267,2025-09,47,1
3148,154,2025-02,39,1
3149,3156,2024-01,-28,1
3150,1514,2025-10,41,2
3151,3275,2024-07,66,3
3152,2973,2025-03,83,5
3153,675,2025-08,26,5
3154,382,2025-05,75,4
3155,3126,2024-10,63,2
3156,1684,2024-01,47,3
3157,366,2024-06,7,3
3158,2086,2025-02,-13,4
3159,3278,2025-11,28,1
3160,2059,2024-01,77,1
3161,889,2024-04,6,2
3162,1155,2024-09,40,1
3163,911,2025-07,14,2
3164,1844,2025-11,30,2
3165,1444,2024-05,38,5
3166,1175,2025-02,-90,4
3167,623,2025-12,-76,1
3168,100,2025-12,-93,3
3169,2835,2025-07,54,1
3170,2751,2025-07,79,5
3171,428,2024-07,-29,1
3172,781,2024-08,-85,2
3173,1505,2025-12,-98,3
3174,2041,2025-03,-11,4
3175,3108,2024-03,29,3
3176,2389,2024-02,-34,5
3177,2177,2025-09,23,1
3178,2548,2024-04,-70,5
3179,2080,2025-05,45,2
3180,3185,2024-08,-34,4
3181,3407,2024-05,100,2
3182,1547,2024-03,54,4
3183,78,2025-02,-8,1
3184,3405,2025-08,90,4
3185,1096,2024-01,95,5
3186,919,2025-05,-61,2
3187,429,2025-02,16,4
3188,2612,2025-08,31,3
3189,633,2025-02,-29,2
3190,3304,2024-04,100,3
3191,740,2024-10,36,3
3192,248,2025-12,53,2
3193,2148,2025-08,-61,2
3194,706,2024-09,81,3
3195,932,2025-11,94,1
3196,361,2024-01,81,3
3197,2275,2025-01,-12,3
3198,754,2025-07,87,3
3199,2528,2025-05,-98,4
3200,889,2024-05,-60,3
3201,1377,2024-04,31,2
3202,1685,2025-06,55,5
3203,1837,2025-12,-76,2
3204,2836,2025-07,-42,1
3205,453,2025-09,-83,2
3206,781,2025-10,-80,4
3207,2578,2025-11,-96,2
3208,2931,2025-07,99,1
3209,1436,2025-07,77,3
3210,20,2025-07,22,1
3211,2859,2024-08,-94,4
3212,2095,2025-01,46,1
3213,1803,2024-06,7,1
3214,1333,2025-01,56,4
3215,2387,2025-01,-2,4
3216,989,2024-02,-99,2
3217,1229,2024-02,83,5
3218,2634,2025-11,76,1
3219,1274,2025-02,83,1
3220,3242,2024-01,32,2
3221,1496,2024-09,85,3
3222,1927,2025-10,-86,3
3223,2179,2025-06,-20,2
3224,2395,2025-08,-36,2
3225,1735,2025-04,-5,4
3226,1244,2025-05,-92,3
3227,2755,2024-06,65,5
3228,2453,2025-09,-40,1
3229,188,2025-06,-76,5
3230,2142,2024-06,-61,5
3231,3085,2024-08,-78,3
3232,1918,2025-07,37,4
3233,3172,2024-06,85,4
3234,1337,2025-05,-84,5
3235,836,2024-11,-95,3
3236,1709,2024-07,76,1
3237,346,2024-04,-24,4
3238,222,2025-06,-76,1
3239,1959,2024-08,-61,5
3240,102,2025-02,35,5
3241,220,2024-07,-84,4
3242,1560,2024-04,-20,2
3243,787,2024-01,95,1
3244,616,2025-11,-14,3
3245,1739,2024-08,-67,2
3246,1123,2025-02,52,5
3247,2103,2024-12,-14,4
3248,1458,2024-09,-21,1
3249,666,2025-08,-49,1
3250,2413,2025-10,51,5
3251,3195,2024-05,-2,3
3252,2490,2024-01,-3,4
3253,622,2024-08,54,4
3254,1910,2024-03,-28,2
3255,527,2024-01,32,5
3256,90,2025-08,-66,2
3257,556,2024-02,14,5
3258,2773,2024-02,-14,5
3259,3184,2024-09,2,1
3260,2046,2025-02,-27,4
3261,3010,2024-12,-74,4
3262,1404,2025-06,85,4
3263,114,2025-06,-20,4
3264,3097,2024-01,50,5
3265,2489,2025-07,81,1
3266,2257,2024-02,-11,2
3267,252,2025-10,64,3
3268,3297,2024-08,-12,5
3269,258,2025-10,-87,4
3270,54,2025-12,77,4
3271,261,2024-03,68,2
3272,3224,2024-10,13,1
3273,2842,2024-03,66,2
3274,388,2025-12,34,3
3275,1464,2024-12,61,1
3276,1810,2025-09,-89,1
3277,1908,2025-03,63,4
3278,692,2025-09,-57,2
3279,106,2025-03,97,2
3280,106,2024-02,94,1
3281,3086,2024-12,-89,3
3282,2130,2025-04,30,1
3283,3364,2025-12,-23,3
3284,2947,2025-08,-49,1
3285,806,2025-01,94,1
3286,308,2025-08,-20,5
3287,2249,2025-11,11,3
3288,771,2025-10,-38,2
3289,2325,2025-12,37,1
3290,3314,2024-09,-50,3
3291,3310,2024-11,-28,2
3292,861,2024-01,41,2
3293,1657,2024-04,-58,2
3294,2423,2025-08,57,1
3295,815,2024-08,96,3
3296,1929,2024-11,41,3
3297,1234,2024-09,-28,3
3298,1966,2025-11,-64,4
3299,2191,2025-10,12,1
3300,3002,2025-06,-12,2
3301,1619,2025-12,-51,2
3302,984,2025-02,-27,2
3303,272,2024-05,94,1
3304,2396,2025-04,-67,2
3305,2766,2024-01,-49,2
3306,1407,2024-11,-30,5
3307,2961,2025-08,83,1
3308,1625,2024-05,-28,3
3309,1639,2025-02,-42,1
3310,159,2025-07,-41,5
3311,1793,2025-07,90,3
3312,2038,2025-03,-29,2
3313,1684,2024-08,-27,5
3314,1842,2024-06,-27,4
3315,1815,2024-04,75,1
3316,2395,2025-06,42,4
3317,352,2024-07,20,4
3318,1817,2025-04,-58,3
3319,1486,2024-02,-78,1
3320,1188,2024-08,-83,4
3321,1534,2024-10,-41,2
3322,2327,2025-07,59,1
3323,3418,2024-03,52,3
3324,758,2024-12,57,3
3325,167,2024-12,34,1
3326,1197,2024-08,3,2
3327,1070,2025-08,-29,4
3328,238,2025-12,46,4
3329,1699,2024-02,-61,1
3330,1775,2025-11,-87,2
3331,2902,2025-10,66,5
3332,2393,2025-09,-5,1
3333,1580,2024-03,25,3
3334,2253,2024-10,92,3
3335,997,2025-04,37,4
3336,537,2024-05,53,1
3337,1834,2024-06,-4,1
3338,1702,2025-02,-36,5
3339,1018,2025-09,-30,2
3340,3082,2024-04,81,2
3341,1879,2024-01,-24,4
3342,1944,2025-12,87,3
3343,2363,2024-11,-94,3
3344,995,2024-02,-42,1
3345,1818,2025-12,89,4
3346,3071,2024-07,16,1
3347,2089,2024-03,-27,3
3348,2918,2025-05,-65,2
3349,133,2025-07,-3,4
3350,2467,2024-04,92,4
3351,2257,2025-06,-29,4
3352,3075,2024-10,-4,4
3353,3322,2024-08,-29,2
3354,477,2025-05,73,2
3355,1684,2024-02,37,5
3356,3195,2024-05,23,4
3357,2750,2025-08,34,4
3358,347,2025-12,-18,5
3359,1881,2025-10,62,1
3360,1194,2025-07,23,1
3361,2412,2024-04,-86,1
3362,1757,2024-08,-25,3
3363,1062,2025-09,75,4
3364,1430,2025-06,-49,5
3365,3312,2025-08,92,4
3366,1253,2024-10,63,4
3367,737,2025-02,98,5
3368,386,2025-06,60,1
3369,545,2025-07,-75,4
3370,183,2025-06,-62,4
3371,156,2024-01,-3,2
3372,1827,2024-05,-28,3
3373,1854,2024-12,88,1
3374,2726,2025-05,70,3
3375,2120,2025-12,52,3
3376,656,2024-08,89,2
3377,2225,2025-07,-88,3
3378,1519,2025-04,41,4
3379,590,2024-07,74,5
3380,2227,2024-05,96,2
3381,2232,2025-03,68,4
3382,1449,2024-08,62,3
3383,566,2024-06,56,5
3384,102,2024-06,-75,3
3385,2586,2024-06,-18,4
3386,534,2024-03,76,2
3387,943,2024-05,27,4
3388,2314,2025-12,-48,2
3389,1446,2024-05,43,3
3390,2812,2024-10,-95,1
3391,1258,2024-12,-21,3
3392,3056,2025-05,51,1
3393,1260,2024-08,57,3
3394,283,2025-08,2,3
3395,2470,2025-07,-46,5
3396,2261,2025-01,-1,1
3397,3418,2025-10,-64,2
3398,340,2024-09,88,4
3399,1807,2024-12,72,5
3400,2431,2025-03,45,5
3401,1374,2024-05,-32,3
3402,899,2024-02,-72,2
3403,1006,2025-12,-89,3
3404,37,2024-02,-23,5
3405,2139,2024-02,67,2
3406,2666,2024-03,-26,5
3407,1546,2025-02,60,2
3408,135,2024-07,-65,3
3409,2647,2024-06,61,3
3410,3111,2025-09,-85,2
3411,2078,2025-11,-32,1
3412,299,2025-10,-70,2
3413,1411,2024-08,21,1
3414,1949,2024-03,-63,4
3415,3265,2025-11,-98,2
3416,1710,2025-02,-36,3
3417,39,2025-12,-100,2
3418,2413,2024-05,-24,2
3419,2362,2025-11,-48,5
3420,807,2024-08,87,2
3421,1407,2025-08,5,3
3422,148,2024-03,-12,2
3423,417,2025-06,20,3
3424,1066,2024-12,-73,2
3425,318,2025-11,-74,5
3426,946,2024-04,-70,4
3427,2224,2024-06,74,2
3428,1311,2025-04,49,3
3429,507,2025-08,92,5
3430,2139,2025-10,63,4
3431,2933,2024-03,-77,5
3432,2023,2024-01,-67,4
3433,1065,2024-09,65,4
3434,2763,2024-03,9,2
3435,1178,2024-10,23,3
3436,53,2024-12,-54,4
3437,2261,2025-12,0,5
3438,2462,2024-01,81,4
3439,755,2024-08,-2,2
3440,1292,2024-09,38,3
3441,25,2025-02,50,2
3442,1610,2024-08,85,5
3443,1527,2025-04,-59,2
3444,885,2025-09,82,3
3445,1808,2025-05,22,2
3446,2326,2025-04,67,1
3447,1528,2024-03,-48,1
3448,2726,2025-10,-77,1
3449,1569,2025-02,-83,5
3450,1402,2024-04,-23,5
3451,2281,2025-04,11,1
3452,587,2024-12,-43,2
3453,2897,2025-10,-47,3
3454,2072,2025-04,64,1
3455,1252,2025-11,49,2
3456,804,2025-12,27,5
3457,2707,2024-06,30,2
3458,48,2024-08,70,3
3459,215,2024-06,-55,5
3460,2082,2024-06,88,1
3461,1645,2025-05,73,5
3462,589,2025-11,-31,3
3463,1289,2024-12,-31,4
3464,2682,2025-08,-63,5
3465,1596,2025-06,42,4
3466,1809,2024-07,-39,2
3467,314,2025-09,-47,5
3468,2470,2024-12,35,2
3469,476,2024-01,-61,2
3470,800,2025-06,-78,4
3471,1006,2025-10,72,3
3472,1476,2024-06,-93,5
3473,937,2024-07,84,2
3474,2794,2025-06,37,4
3475,1319,2025-12,-30,2
3476,122,2024-07,13,3
3477,1567,2024-11,-37,5
3478,423,2025-05,-18,5
3479,758,2025-09,41,4
3480,2026,2024-01,82,4
3481,2121,2024-05,-55,3
3482,2284,2025-10,7,2
3483,1288,2025-01,73,1
3484,2870,2025-07,-98,3
3485,206,2024-02,-99,4
3486,1299,2024-03,23,5
3487,835,2025-06,-72,5
3488,142,2024-10,99,1
3489,1919,2025-11,-76,5
3490,195,2024-11,48,2
3491,2079,2025-09,-37,4
3492,2928,2025-02,85,4
3493,2739,2025-05,74,4
3494,2334,2025-04,60,3
3495,841,2024-03,28,1
3496,2239,2025-08,-57,3
3497,1926,2025-12,-79,1
3498,1693,2024-10,-48,4
3499,1631,2024-09,-85,2
3500,486,2025-03,57,1
3501,2907,2025-04,-43,3
3502,2865,2024-10,-12,2
3503,2501,2024-07,24,5
3504,1876,2025-12,41,1
3505,453,2025-08,19,5
3506,2174,2025-02,47,4
3507,3284,2024-10,-78,2
3508,455,2024-09,-44,3
3509,1217,2024-10,52,2
3510,3103,2025-03,44,2
3511,3270,2024-01,27,2
3512,1527,2025-04,88,2
3513,977,2025-02,97,3
3514,983,2024-04,-84,3
3515,1607,2024-07,11,5
3516,1095,2024-07,81,3
3517,1886,2025-11,-35,4
3518,273,2025-11,-89,5
3519,218,2025-07,-77,5
3520,17,2025-05,45,3
3521,2452,2025-11,84,3
3522,3164,2025-06,42,5
3523,359,2024-10,-93,4
3524,3134,2024-09,-18,1
3525,563,2025-04,-30,5
3526,166,2024-10,83,4
3527,995,2024-11,6,4
3528,1003,2025-12,-53,5
3529,3291,2025-10,14,1
3530,386,2025-03,50,5
3531,3333,2024-08,17,2
3532,2952,2024-11,-17,5
3533,1676,2024-08,44,1
3534,2306,2024-11,-39,3
3535,1827,2024-09,-75,1
3536,3117,2024-11,73,5
3537,726,2024-12,44,3
3538,3274,2025-04,46,5
3539,1432,2025-10,78,4
3540,3193,2025-01,43,3
3541,3372,2024-05,-94,1
3542,2905,2024-05,69,3
3543,2709,2025-04,-93,2
3544,1490,2025-12,39,2
3545,2389,2024-08,99,2
3546,839,2024-03,-19,2
3547,954,2024-02,-38,5
3548,2540,2024-07,86,5
3549,2614,2025-11,-9,1
3550,896,2025-07,85,2
3551,3311,2025-07,-38,1
3552,2337,2024-08,-63,3
3553,3384,2025-11,11,4
3554,1640,2024-10,-26,2
3555,2055,2024-10,43,3
3556,2235,2025-11,-40,2
3557,551,2025-07,52,1
3558,958,2024-07,-29,2
3559,3302,2025-04,-29,4
3560,2308,2024-09,42,5
3561,1855,2025-03,-48,3
3562,10,2024-04,-43,3
3563,132,2024-01,9,3
3564,1907,2025-12,-34,2
3565,280,2024-02,-23,4
3566,488,2024-10,-32,3
3567,1978,2024-05,25,1
3568,3292,2024-01,-33,2
3569,2861,2025-06,22,1
3570,1595,2024-07,-53,3
3571,3225,2025-08,79,3
3572,2076,2025-02,91,3
3573,3235,2025-04,-100,1
3574,815,2025-05,-79,5
3575,1982,2024-05,-80,1
3576,3160,2024-11,-64,2
3577,3362,2025-07,58,2
3578,2946,2024-06,-51,3
3579,513,2024-03,17,3
3580,2120,2024-10,-50,5
3581,325,2025-10,-88,5
3582,1311,2024-08,-84,1
3583,104,2024-10,89,3
3584,2601,2024-04,12,3
3585,2652,2025-06,30,5
3586,317,2024-09,-63,2
3587,3140,2024-05,-3,3
3588,2875,2024-03,32,5
3589,2877,2024-08,56,3
3590,1532,2024-05,32,4
3591,3219,2024-12,19,2
3592,3368,2024-11,25,4
3593,1878,2024-12,-25,1
3594,1297,2024-09,40,5
3595,2614,2024-03,-41,1
3596,152,2025-07,44,3
3597,1154,2025-02,-9,1
3598,16,2024-05,15,1
3599,2626,2024-02,-5,4
3600,148,2025-11,14,4
3601,2580,2025-11,43,2
3602,1938,2024-05,-44,1
3603,1492,2024-11,-5,1
3604,2162,2025-02,-19,5
3605,150,2024-11,-97,4
3606,2779,2025-09,71,2
3607,912,2025-02,37,2
3608,2886,2024-07,-91,N/A
3609,3032,2025-07,-87,5
3610,1887,2025-09,86,4
3611,2012,2024-02,70,5
3612,3164,2025-09,46,5
3613,1388,2025-05,42,2
3614,1362,2025-11,69,4
3615,3245,2025-10,20,2
3616,1384,2024-02,-99,2
3617,1256,2024-11,-9,5
3618,21,2024-02,-34,2
3619,1124,2024-01,-66,5
3620,856,2025-11,72,2
3621,2639,2024-06,31,5
3622,1714,2024-02,81,2
3623,1217,2025-11,-78,1
3624,3199,2024-10,96,3
3625,1529,2024-03,21,3
3626,1425,2024-07,14,2
3627,2475,2024-01,-64,2
3628,895,2025-05,25,5
3629,1474,2025-11,19,2
3630,2419,2024-10,41,4
3631,1104,2025-09,-70,1
3632,1471,2024-09,27,5
3633,53,2024-12,-82,4
3634,2721,2024-06,-86,1
3635,2948,2024-01,-6,3
3636,2290,2024-04,-77,4
3637,1804,2025-03,42,4
3638,3061,2024-03,-4,3
3639,2916,2025-08,-53,1
3640,1606,2025-11,-46,1
3641,2117,2024-07,0,5
3642,3215,2024-07,20,1
3643,688,2024-05,60,2
3644,2666,2024-10,15,5
3645,1244,2025-10,10,5
3646,319,2024-10,21,3
3647,1430,2025-07,20,4
3648,1775,2024-08,-30,3
3649,2534,2024-11,-56,1
3650,520,2024-12,5,3
3651,1878,2025-10,-75,4
3652,2266,2024-12,-52,4
3653,2181,2025-03,-71,3
3654,2852,2025-09,-2,5
3655,2580,2025-11,95,1
3656,1594,2025-10,75,3
3657,938,2024-03,-83,1
3658,3017,2024-03,65,1
3659,3021,2024-11,-70,5
3660,445,2024-09,83,4
3661,1553,2025-05,-59,5
3662,2576,2024-11,-75,3
3663,2265,2024-10,58,3
3664,2997,2024-03,67,1
3665,748,2024-09,-21,1
3666,3225,2025-02,9,1
3667,800,2025-05,58,2
3668,329,2024-05,71,3
3669,2518,2025-03,-16,2
3670,3179,2025-02,57,4
3671,1201,2024-07,59,4
3672,548,2025-10,59,3
3673,3001,2024-11,79,3
3674,326,2024-07,68,3
3675,2277,2025-05,-11,2
3676,434,2024-05,-37,4
3677,2280,2025-04,98,5
3678,391,2025-05,-11,1
3679,1303,2024-11,87,5
3680,1593,2024-05,100,3
3681,3092,2024-07,-97,1
3682,2436,2024-06,-72,5
3683,3236,2024-03,13,3
3684,1850,2025-12,-83,1
3685,884,2025-09,32,3
3686,1455,2025-01,-98,3
3687,1763,2025-08,69,2
3688,1932,2025-04,-14,4
3689,3107,2025-03,35,3
3690,3073,2025-06,-7,3
3691,347,2025-02,38,1
3692,2720,2025-02,36,2
3693,1020,2024-04,-42,1
3694,2013,2025-03,60,2
3695,3269,2024-11,64,4
3696,3023,2024-06,-36,5
3697,1662,2024-12,-88,2
3698,157,2025-09,-10,4
3699,3260,2024-12,32,4
3700,3108,2024-12,56,4
3701,1303,2024-06,-60,1
3702,471,2025-08,-4,2
3703,1807,2024-03,53,4
3704,2746,2025-09,5,2
3705,1556,2025-11,58,4
3706,73,2024-05,35,5
3707,1566,2025-02,-65,5
3708,1764,2025-03,-58,3
3709,3144,2025-09,59,2
3710,2767,2024-08,41,2
3711,2380,2025-05,68,3
3712,1386,2024-03,-41,4
3713,3240,2025-08,-90,5
3714,794,2025-07,-53,5
3715,1129,2024-06,-14,2
3716,2899,2024-04,-76,1
3717,3405,2024-03,-62,1
3718,2791,2025-08,-71,2
3719,2424,2025-03,-75,2
3720,3212,2024-09,-24,1
3721,450,2025-02,61,5
3722,2292,2025-02,-24,2
3723,1415,2024-03,-42,1
3724,2049,2024-11,10,3
3725,852,2025-03,29,1
3726,1675,2025-03,-30,5
3727,807,2024-05,-100,5
3728,2204,2025-11,-41,5
3729,3184,2024-03,-85,2
3730,202,2025-09,-71,4
3731,3288,2025-12,22,1
3732,2259,2025-07,-64,1
3733,49,2025-02,-26,3
3734,1984,2024-05,-22,4
3735,473,2024-08,76,1
3736,2749,2025-02,-70,5
3737,952,2024-03,-84,3
3738,197,2025-05,7,4
